Clase;Grupo;"Cuenta Mayor";Auxiliar;"Sub cuentas del Aux";"Sub cuentas de sub cuenta Aux";Clasificación;"Nombre de la Cuenta"
6;1;2;007;08;01;"Sub cuentas de sub cuenta Aux";"KM MOTOS COMAYAGUA"
6;1;2;007;08;02;"Sub cuentas de sub cuenta Aux";"KM MOTOS COMAYAGÜELA"
6;1;2;007;08;03;"Sub cuentas de sub cuenta Aux";"KM MOTOS JUTICALPA"
6;1;2;007;08;04;"Sub cuentas de sub cuenta Aux";"KM MOTOS CATACAMAS - OLANCHO"
6;1;2;007;08;05;"Sub cuentas de sub cuenta Aux";"KM MOTOS CATACAMAS 2"
6;1;2;007;08;06;"Sub cuentas de sub cuenta Aux";"KM MOTOS - LA PAZ"
6;1;2;007;08;07;"Sub cuentas de sub cuenta Aux";"KM MOTOS GUALACO"
6;1;2;007;08;08;"Sub cuentas de sub cuenta Aux";"KM MOTOS CULMI"
6;1;2;007;08;09;"Sub cuentas de sub cuenta Aux";"KM MOTOS SPS #1"
6;1;2;007;08;10;"Sub cuentas de sub cuenta Aux";"KM MOTOS SPS 2"
6;1;2;007;08;11;"Sub cuentas de sub cuenta Aux";"KM MOTOS JUTIAPA"
6;1;2;007;08;12;"Sub cuentas de sub cuenta Aux";"KM MOTOS - TOROCAGUA"
6;1;2;007;08;13;"Sub cuentas de sub cuenta Aux";"KM MOTOS TELA"
6;1;2;007;08;14;"Sub cuentas de sub cuenta Aux";"KM MOTOS EL PROGRESO"
6;1;2;007;08;15;"Sub cuentas de sub cuenta Aux";"KM MOTOS TOCOA"
6;1;2;007;08;16;"Sub cuentas de sub cuenta Aux";"KM MOTOS PEÑA BLANCA"
6;1;2;007;08;17;"Sub cuentas de sub cuenta Aux";"KM MOTOS SABA"
6;1;2;007;08;18;"Sub cuentas de sub cuenta Aux";"KM MOTOS - COUNTRY TEGUS"
6;1;2;007;08;19;"Sub cuentas de sub cuenta Aux";"KM MOTOS - EL PROGRESO 2"
6;1;2;007;08;20;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SPS 3"
6;1;2;007;08;21;"Sub cuentas de sub cuenta Aux";"KM MOTOS JUTICALPA 2"
6;1;2;007;08;22;"Sub cuentas de sub cuenta Aux";SAC
6;1;2;007;09;00;"Sub cuentas del Aux";"Energia electrica MOTOREPUESTOS TODO EN UNO"
6;1;2;007;09;01;"Sub cuentas de sub cuenta Aux";"COMAYAGUA 2 - ALL IN ONE"
6;1;2;007;09;02;"Sub cuentas de sub cuenta Aux";"KM COMAYAGUA 4 - ALL IN ONE"
6;1;2;007;09;03;"Sub cuentas de sub cuenta Aux";"KM MOTOS COMAYAGUA #5"
6;1;2;007;09;04;"Sub cuentas de sub cuenta Aux";"KM MOTOS COMAYAGUA #6"
6;1;2;007;09;05;"Sub cuentas de sub cuenta Aux";"Comayagua 7"
6;1;2;007;09;06;"Sub cuentas de sub cuenta Aux";"ALL IN ONE - CHOLUTECA"
6;1;2;007;09;07;"Sub cuentas de sub cuenta Aux";"KM MOTOS SIGUATEPEQUE #1"
6;1;2;007;09;08;"Sub cuentas de sub cuenta Aux";"KM MOTOS SAN LORENZO"
6;1;2;007;09;09;"Sub cuentas de sub cuenta Aux";"KM MOTOS LA ESPERANZA #1"
6;1;2;007;09;10;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SANTA ROSA"
6;1;2;007;09;11;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SANTA BARBARA"
6;1;2;007;09;12;"Sub cuentas de sub cuenta Aux";"KM MOTOS - TALANGA"
6;1;2;007;09;13;"Sub cuentas de sub cuenta Aux";"KM MOTOS - AZACUALPA SANTA BARBARA"
6;1;2;007;09;14;"Sub cuentas de sub cuenta Aux";"KM MOTOS - LAS VEGAS SANTA BARBARA"
6;1;2;007;09;15;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SIGUATEPEQUE #2"
6;1;2;007;09;16;"Sub cuentas de sub cuenta Aux";"KM MOTOS - LA ESPERANZA #2"
6;1;2;007;09;17;"Sub cuentas de sub cuenta Aux";"KM MOTOS - CHOLUTECA 2"
6;1;2;007;09;18;"Sub cuentas de sub cuenta Aux";"KM MOTOS - CHOLUTECA 3"
6;1;2;007;09;19;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SANTA ROSA COPAN #2"
6;1;2;007;09;20;"Sub cuentas de sub cuenta Aux";"KM MOTOS - TAULABE"
6;1;2;007;09;21;"Sub cuentas de sub cuenta Aux";"KM MOTOS - JESUS DE OTORO"
6;1;2;007;09;22;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SAN MARCOS"
6;1;2;007;09;23;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SIGUATEPEQUE #3"
6;1;2;007;09;24;"Sub cuentas de sub cuenta Aux";"KM MOTO - QUIMISTAN"
6;1;2;007;10;00;"Sub cuentas del Aux";"Energia electrica KM CARS"
6;1;2;007;10;01;"Sub cuentas de sub cuenta Aux";"KM MOTOS - COMAYAGUA #3"
6;1;2;007;10;02;"Sub cuentas de sub cuenta Aux";"KM MOTOS - LA CUESTA #1"
6;1;2;007;10;03;"Sub cuentas de sub cuenta Aux";"KM MOTOS LA LIBERTAD"
6;1;2;007;10;04;"Sub cuentas de sub cuenta Aux";"KM MOTOS - ENTRADA COPAN"
6;1;2;007;10;05;"Sub cuentas de sub cuenta Aux";"KM MOTOS GRACIAS LEMPIRA"
6;1;2;007;10;06;"Sub cuentas de sub cuenta Aux";"KM MOTOS - MARCALA #1"
6;1;2;007;10;07;"Sub cuentas de sub cuenta Aux";"KM MOTOS DANLI"
6;1;2;007;10;08;"Sub cuentas de sub cuenta Aux";"KM MOTOS EL PARAISO"
6;1;2;007;10;09;"Sub cuentas de sub cuenta Aux";"KM MOTOS PUERTO CORTES"
6;1;2;007;10;10;"Sub cuentas de sub cuenta Aux";"KM MOTOS CHOLOMA"
6;1;2;007;10;11;"Sub cuentas de sub cuenta Aux";"KM MOTOS - VILLANUEVA"
6;1;2;007;10;12;"Sub cuentas de sub cuenta Aux";"KM MOTOS LA CEIBA"
6;1;2;007;10;13;"Sub cuentas de sub cuenta Aux";"KM MOTOS - MARCALA 2"
6;1;2;007;10;14;"Sub cuentas de sub cuenta Aux";"KM MOTOS - LA ENTRADA #2"
6;1;2;007;10;15;"Sub cuentas de sub cuenta Aux";"KM MOTOS - YORO, YORO"
6;1;2;007;10;16;"Sub cuentas de sub cuenta Aux";"KM MOTOS - MORAZAN YORO"
6;1;2;007;10;17;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SANTA CRUZ DE YOJOA"
6;1;2;007;10;18;"Sub cuentas de sub cuenta Aux";"KM MOTOS - LA CUESTA #2"
6;1;2;007;10;19;"Sub cuentas de sub cuenta Aux";"KM MOTOS - TROJES"
6;1;2;007;10;20;"Sub cuentas de sub cuenta Aux";"KM MOTOS SAN JUAN"
6;1;2;007;10;21;"Sub cuentas de sub cuenta Aux";"KM MOTOS - DANLI 2"
6;1;2;007;10;22;"Sub cuentas de sub cuenta Aux";"KM MOTOS - LEPAERA"
6;1;2;008;00;00;Auxiliar;Agua
6;1;2;008;09;00;"Sub cuentas del Aux";"Agua KM motos"
6;1;2;008;09;01;"Sub cuentas de sub cuenta Aux";"KM MOTOS COMAYAGUA"
6;1;2;008;09;02;"Sub cuentas de sub cuenta Aux";"KM MOTOS COMAYAGÜELA"
6;1;2;008;09;03;"Sub cuentas de sub cuenta Aux";"KM MOTOS JUTICALPA"
6;1;2;008;09;04;"Sub cuentas de sub cuenta Aux";"KM MOTOS CATACAMAS - OLANCHO"
6;1;2;008;09;05;"Sub cuentas de sub cuenta Aux";"KM MOTOS CATACAMAS 2"
6;1;2;008;09;06;"Sub cuentas de sub cuenta Aux";"KM MOTOS - LA PAZ"
6;1;2;008;09;07;"Sub cuentas de sub cuenta Aux";"KM MOTOS GUALACO"
6;1;2;008;09;08;"Sub cuentas de sub cuenta Aux";"KM MOTOS CULMI"
6;1;2;008;09;09;"Sub cuentas de sub cuenta Aux";"KM MOTOS SPS #1"
6;1;2;008;09;10;"Sub cuentas de sub cuenta Aux";"KM MOTOS SPS 2"
6;1;2;008;09;11;"Sub cuentas de sub cuenta Aux";"KM MOTOS JUTIAPA"
6;1;2;008;09;12;"Sub cuentas de sub cuenta Aux";"KM MOTOS - TOROCAGUA"
6;1;2;008;09;13;"Sub cuentas de sub cuenta Aux";"KM MOTOS TELA"
6;1;2;008;09;14;"Sub cuentas de sub cuenta Aux";"KM MOTOS EL PROGRESO"
6;1;2;008;09;15;"Sub cuentas de sub cuenta Aux";"KM MOTOS TOCOA"
6;1;2;008;09;16;"Sub cuentas de sub cuenta Aux";"KM MOTOS PEÑA BLANCA"
6;1;2;008;09;17;"Sub cuentas de sub cuenta Aux";"KM MOTOS SABA"
6;1;2;008;09;18;"Sub cuentas de sub cuenta Aux";"KM MOTOS - COUNTRY TEGUS"
6;1;2;008;09;19;"Sub cuentas de sub cuenta Aux";"KM MOTOS - EL PROGRESO 2"
6;1;2;008;09;20;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SPS 3"
6;1;2;008;09;21;"Sub cuentas de sub cuenta Aux";"KM MOTOS JUTICALPA 2"
6;1;2;008;09;22;"Sub cuentas de sub cuenta Aux";SAC
6;1;2;008;10;00;"Sub cuentas del Aux";"Agua MOTOREPUESTOS TODO EN UNO"
6;1;2;008;10;01;"Sub cuentas de sub cuenta Aux";"COMAYAGUA 2 - ALL IN ONE"
6;1;2;008;10;02;"Sub cuentas de sub cuenta Aux";"KM COMAYAGUA 4 - ALL IN ONE"
6;1;2;008;10;03;"Sub cuentas de sub cuenta Aux";"KM MOTOS COMAYAGUA #5"
6;1;2;008;10;04;"Sub cuentas de sub cuenta Aux";"KM MOTOS COMAYAGUA #6"
6;1;2;008;10;05;"Sub cuentas de sub cuenta Aux";"Comayagua 7"
6;1;2;008;10;06;"Sub cuentas de sub cuenta Aux";"ALL IN ONE - CHOLUTECA"
6;1;2;008;10;07;"Sub cuentas de sub cuenta Aux";"KM MOTOS SIGUATEPEQUE #1"
6;1;2;008;10;08;"Sub cuentas de sub cuenta Aux";"KM MOTOS SAN LORENZO"
6;1;2;008;10;09;"Sub cuentas de sub cuenta Aux";"KM MOTOS LA ESPERANZA #1"
6;1;2;008;10;10;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SANTA ROSA"
6;1;2;008;10;11;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SANTA BARBARA"
6;1;2;008;10;12;"Sub cuentas de sub cuenta Aux";"KM MOTOS - TALANGA"
6;1;2;008;10;13;"Sub cuentas de sub cuenta Aux";"KM MOTOS - AZACUALPA SANTA BARBARA"
6;1;2;008;10;14;"Sub cuentas de sub cuenta Aux";"KM MOTOS - LAS VEGAS SANTA BARBARA"
6;1;2;008;10;15;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SIGUATEPEQUE #2"
6;1;2;008;10;16;"Sub cuentas de sub cuenta Aux";"KM MOTOS - LA ESPERANZA #2"
6;1;2;008;10;17;"Sub cuentas de sub cuenta Aux";"KM MOTOS - CHOLUTECA 2"
6;1;2;008;10;18;"Sub cuentas de sub cuenta Aux";"KM MOTOS - CHOLUTECA 3"
6;1;2;008;10;19;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SANTA ROSA COPAN #2"
6;1;2;008;10;20;"Sub cuentas de sub cuenta Aux";"KM MOTOS - TAULABE"
6;1;2;008;10;21;"Sub cuentas de sub cuenta Aux";"KM MOTOS - JESUS DE OTORO"
6;1;2;008;10;22;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SAN MARCOS"
6;1;2;008;10;23;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SIGUATEPEQUE #3"
6;1;2;008;10;24;"Sub cuentas de sub cuenta Aux";"KM MOTO - QUIMISTAN"
6;1;2;008;11;00;"Sub cuentas del Aux";"Agua KM CARS"
6;1;2;008;11;01;"Sub cuentas de sub cuenta Aux";"KM MOTOS - COMAYAGUA #3"
6;1;2;008;11;02;"Sub cuentas de sub cuenta Aux";"KM MOTOS - LA CUESTA #1"
6;1;2;008;11;03;"Sub cuentas de sub cuenta Aux";"KM MOTOS LA LIBERTAD"
6;1;2;008;11;04;"Sub cuentas de sub cuenta Aux";"KM MOTOS - ENTRADA COPAN"
6;1;2;008;11;05;"Sub cuentas de sub cuenta Aux";"KM MOTOS GRACIAS LEMPIRA"
6;1;2;008;11;06;"Sub cuentas de sub cuenta Aux";"KM MOTOS - MARCALA #1"
6;1;2;008;11;07;"Sub cuentas de sub cuenta Aux";"KM MOTOS DANLI"
6;1;2;008;11;08;"Sub cuentas de sub cuenta Aux";"KM MOTOS EL PARAISO"
6;1;2;008;11;09;"Sub cuentas de sub cuenta Aux";"KM MOTOS PUERTO CORTES"
6;1;2;008;11;10;"Sub cuentas de sub cuenta Aux";"KM MOTOS CHOLOMA"
6;1;2;008;11;11;"Sub cuentas de sub cuenta Aux";"KM MOTOS - VILLANUEVA"
6;1;2;008;11;12;"Sub cuentas de sub cuenta Aux";"KM MOTOS LA CEIBA"
6;1;2;008;11;13;"Sub cuentas de sub cuenta Aux";"KM MOTOS - MARCALA 2"
6;1;2;008;11;14;"Sub cuentas de sub cuenta Aux";"KM MOTOS - LA ENTRADA #2"
6;1;2;008;11;15;"Sub cuentas de sub cuenta Aux";"KM MOTOS - YORO, YORO"
6;1;2;008;11;16;"Sub cuentas de sub cuenta Aux";"KM MOTOS - MORAZAN YORO"
6;1;2;008;11;17;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SANTA CRUZ DE YOJOA"
6;1;2;008;11;18;"Sub cuentas de sub cuenta Aux";"KM MOTOS - LA CUESTA #2"
6;1;2;008;11;19;"Sub cuentas de sub cuenta Aux";"KM MOTOS - TROJES"
6;1;2;008;11;20;"Sub cuentas de sub cuenta Aux";"KM MOTOS SAN JUAN"
6;1;2;008;11;21;"Sub cuentas de sub cuenta Aux";"KM MOTOS - DANLI 2"
6;1;2;008;11;22;"Sub cuentas de sub cuenta Aux";"KM MOTOS - LEPAERA"
6;1;2;009;00;00;Auxiliar;"Plan de Telefono"
6;1;2;009;10;00;"Sub cuentas del Aux";"Plan de Telefono KM motos"
6;1;2;009;10;01;"Sub cuentas de sub cuenta Aux";"KM MOTOS COMAYAGUA"
6;1;2;009;10;02;"Sub cuentas de sub cuenta Aux";"KM MOTOS COMAYAGÜELA"
6;1;2;009;10;03;"Sub cuentas de sub cuenta Aux";"KM MOTOS JUTICALPA"
6;1;2;009;10;04;"Sub cuentas de sub cuenta Aux";"KM MOTOS CATACAMAS - OLANCHO"
6;1;2;009;10;05;"Sub cuentas de sub cuenta Aux";"KM MOTOS CATACAMAS 2"
6;1;2;009;10;06;"Sub cuentas de sub cuenta Aux";"KM MOTOS - LA PAZ"
6;1;2;009;10;07;"Sub cuentas de sub cuenta Aux";"KM MOTOS GUALACO"
6;1;2;009;10;08;"Sub cuentas de sub cuenta Aux";"KM MOTOS CULMI"
6;1;2;009;10;09;"Sub cuentas de sub cuenta Aux";"KM MOTOS SPS #1"
6;1;2;009;10;10;"Sub cuentas de sub cuenta Aux";"KM MOTOS SPS 2"
6;1;2;009;10;11;"Sub cuentas de sub cuenta Aux";"KM MOTOS JUTIAPA"
6;1;2;009;10;12;"Sub cuentas de sub cuenta Aux";"KM MOTOS - TOROCAGUA"
6;1;2;009;10;13;"Sub cuentas de sub cuenta Aux";"KM MOTOS TELA"
6;1;2;009;10;14;"Sub cuentas de sub cuenta Aux";"KM MOTOS EL PROGRESO"
6;1;2;009;10;15;"Sub cuentas de sub cuenta Aux";"KM MOTOS TOCOA"
6;1;2;009;10;16;"Sub cuentas de sub cuenta Aux";"KM MOTOS PEÑA BLANCA"
6;1;2;009;10;17;"Sub cuentas de sub cuenta Aux";"KM MOTOS SABA"
6;1;2;009;10;18;"Sub cuentas de sub cuenta Aux";"KM MOTOS - COUNTRY TEGUS"
6;1;2;009;10;19;"Sub cuentas de sub cuenta Aux";"KM MOTOS - EL PROGRESO 2"
6;1;2;009;10;20;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SPS 3"
6;1;2;009;10;21;"Sub cuentas de sub cuenta Aux";"KM MOTOS JUTICALPA 2"
6;1;2;009;10;22;"Sub cuentas de sub cuenta Aux";SAC
6;1;2;009;11;00;"Sub cuentas del Aux";"Plan de Telefono MOTOREPUESTOS TODO EN UNO"
6;1;2;009;11;01;"Sub cuentas de sub cuenta Aux";"COMAYAGUA 2 - ALL IN ONE"
6;1;2;009;11;02;"Sub cuentas de sub cuenta Aux";"KM COMAYAGUA 4 - ALL IN ONE"
6;1;2;009;11;03;"Sub cuentas de sub cuenta Aux";"KM MOTOS COMAYAGUA #5"
6;1;2;009;11;04;"Sub cuentas de sub cuenta Aux";"KM MOTOS COMAYAGUA #6"
6;1;2;009;11;05;"Sub cuentas de sub cuenta Aux";"Comayagua 7"
6;1;2;009;11;06;"Sub cuentas de sub cuenta Aux";"ALL IN ONE - CHOLUTECA"
6;1;2;009;11;07;"Sub cuentas de sub cuenta Aux";"KM MOTOS SIGUATEPEQUE #1"
6;1;2;009;11;08;"Sub cuentas de sub cuenta Aux";"KM MOTOS SAN LORENZO"
6;1;2;009;11;09;"Sub cuentas de sub cuenta Aux";"KM MOTOS LA ESPERANZA #1"
6;1;2;009;11;10;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SANTA ROSA"
6;1;2;009;11;11;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SANTA BARBARA"
6;1;2;009;11;12;"Sub cuentas de sub cuenta Aux";"KM MOTOS - TALANGA"
6;1;2;009;11;13;"Sub cuentas de sub cuenta Aux";"KM MOTOS - AZACUALPA SANTA BARBARA"
6;1;2;009;11;14;"Sub cuentas de sub cuenta Aux";"KM MOTOS - LAS VEGAS SANTA BARBARA"
6;1;2;009;11;15;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SIGUATEPEQUE #2"
6;1;2;009;11;16;"Sub cuentas de sub cuenta Aux";"KM MOTOS - LA ESPERANZA #2"
6;1;2;009;11;17;"Sub cuentas de sub cuenta Aux";"KM MOTOS - CHOLUTECA 2"
6;1;2;009;11;18;"Sub cuentas de sub cuenta Aux";"KM MOTOS - CHOLUTECA 3"
6;1;2;009;11;19;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SANTA ROSA COPAN #2"
6;1;2;009;11;20;"Sub cuentas de sub cuenta Aux";"KM MOTOS - TAULABE"
6;1;2;009;11;21;"Sub cuentas de sub cuenta Aux";"KM MOTOS - JESUS DE OTORO"
6;1;2;009;11;22;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SAN MARCOS"
6;1;2;009;11;23;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SIGUATEPEQUE #3"
6;1;2;009;11;24;"Sub cuentas de sub cuenta Aux";"KM MOTO - QUIMISTAN"
6;1;2;009;12;00;"Sub cuentas del Aux";"Plan de Telefono KM CARS"
6;1;2;009;12;01;"Sub cuentas de sub cuenta Aux";"KM MOTOS - COMAYAGUA #3"
6;1;2;009;12;02;"Sub cuentas de sub cuenta Aux";"KM MOTOS - LA CUESTA #1"
6;1;2;009;12;03;"Sub cuentas de sub cuenta Aux";"KM MOTOS LA LIBERTAD"
6;1;2;009;12;04;"Sub cuentas de sub cuenta Aux";"KM MOTOS - ENTRADA COPAN"
6;1;2;009;12;05;"Sub cuentas de sub cuenta Aux";"KM MOTOS GRACIAS LEMPIRA"
6;1;2;009;12;06;"Sub cuentas de sub cuenta Aux";"KM MOTOS - MARCALA #1"
6;1;2;009;12;07;"Sub cuentas de sub cuenta Aux";"KM MOTOS DANLI"
6;1;2;009;12;08;"Sub cuentas de sub cuenta Aux";"KM MOTOS EL PARAISO"
6;1;2;009;12;09;"Sub cuentas de sub cuenta Aux";"KM MOTOS PUERTO CORTES"
6;1;2;009;12;10;"Sub cuentas de sub cuenta Aux";"KM MOTOS CHOLOMA"
6;1;2;009;12;11;"Sub cuentas de sub cuenta Aux";"KM MOTOS - VILLANUEVA"
6;1;2;009;12;12;"Sub cuentas de sub cuenta Aux";"KM MOTOS LA CEIBA"
6;1;2;009;12;13;"Sub cuentas de sub cuenta Aux";"KM MOTOS - MARCALA 2"
6;1;2;009;12;14;"Sub cuentas de sub cuenta Aux";"KM MOTOS - LA ENTRADA #2"
6;1;2;009;12;15;"Sub cuentas de sub cuenta Aux";"KM MOTOS - YORO, YORO"
6;1;2;009;12;16;"Sub cuentas de sub cuenta Aux";"KM MOTOS - MORAZAN YORO"
6;1;2;009;12;17;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SANTA CRUZ DE YOJOA"
6;1;2;009;12;18;"Sub cuentas de sub cuenta Aux";"KM MOTOS - LA CUESTA #2"
6;1;2;009;12;19;"Sub cuentas de sub cuenta Aux";"KM MOTOS - TROJES"
6;1;2;009;12;20;"Sub cuentas de sub cuenta Aux";"KM MOTOS SAN JUAN"
6;1;2;009;12;21;"Sub cuentas de sub cuenta Aux";"KM MOTOS - DANLI 2"
6;1;2;009;12;22;"Sub cuentas de sub cuenta Aux";"KM MOTOS - LEPAERA"
6;1;2;010;00;00;Auxiliar;Publicidad
6;1;2;010;11;00;"Sub cuentas del Aux";"Publicidad KM motos"
6;1;2;010;11;01;"Sub cuentas de sub cuenta Aux";"KM MOTOS COMAYAGUA"
6;1;2;010;11;02;"Sub cuentas de sub cuenta Aux";"KM MOTOS COMAYAGÜELA"
6;1;2;010;11;03;"Sub cuentas de sub cuenta Aux";"KM MOTOS JUTICALPA"
6;1;2;010;11;04;"Sub cuentas de sub cuenta Aux";"KM MOTOS CATACAMAS - OLANCHO"
6;1;2;010;11;05;"Sub cuentas de sub cuenta Aux";"KM MOTOS CATACAMAS 2"
6;1;2;010;11;06;"Sub cuentas de sub cuenta Aux";"KM MOTOS - LA PAZ"
6;1;2;010;11;07;"Sub cuentas de sub cuenta Aux";"KM MOTOS GUALACO"
6;1;2;010;11;08;"Sub cuentas de sub cuenta Aux";"KM MOTOS CULMI"
6;1;2;010;11;09;"Sub cuentas de sub cuenta Aux";"KM MOTOS SPS #1"
6;1;2;010;11;10;"Sub cuentas de sub cuenta Aux";"KM MOTOS SPS 2"
6;1;2;010;11;11;"Sub cuentas de sub cuenta Aux";"KM MOTOS JUTIAPA"
6;1;2;010;11;12;"Sub cuentas de sub cuenta Aux";"KM MOTOS - TOROCAGUA"
6;1;2;010;11;13;"Sub cuentas de sub cuenta Aux";"KM MOTOS TELA"
6;1;2;010;11;14;"Sub cuentas de sub cuenta Aux";"KM MOTOS EL PROGRESO"
6;1;2;010;11;15;"Sub cuentas de sub cuenta Aux";"KM MOTOS TOCOA"
6;1;2;010;11;16;"Sub cuentas de sub cuenta Aux";"KM MOTOS PEÑA BLANCA"
6;1;2;010;11;17;"Sub cuentas de sub cuenta Aux";"KM MOTOS SABA"
6;1;2;010;11;18;"Sub cuentas de sub cuenta Aux";"KM MOTOS - COUNTRY TEGUS"
6;1;2;010;11;19;"Sub cuentas de sub cuenta Aux";"KM MOTOS - EL PROGRESO 2"
6;1;2;010;11;20;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SPS 3"
6;1;2;010;11;21;"Sub cuentas de sub cuenta Aux";"KM MOTOS JUTICALPA 2"
6;1;2;010;11;22;"Sub cuentas de sub cuenta Aux";SAC
6;1;2;010;12;00;"Sub cuentas del Aux";"Publicidad MOTOREPUESTOS TODO EN UNO"
6;1;2;010;12;01;"Sub cuentas de sub cuenta Aux";"COMAYAGUA 2 - ALL IN ONE"
6;1;2;010;12;02;"Sub cuentas de sub cuenta Aux";"KM COMAYAGUA 4 - ALL IN ONE"
6;1;2;010;12;03;"Sub cuentas de sub cuenta Aux";"KM MOTOS COMAYAGUA #5"
6;1;2;010;12;04;"Sub cuentas de sub cuenta Aux";"KM MOTOS COMAYAGUA #6"
6;1;2;010;12;05;"Sub cuentas de sub cuenta Aux";"Comayagua 7"
6;1;2;010;12;06;"Sub cuentas de sub cuenta Aux";"ALL IN ONE - CHOLUTECA"
6;1;2;010;12;07;"Sub cuentas de sub cuenta Aux";"KM MOTOS SIGUATEPEQUE #1"
6;1;2;010;12;08;"Sub cuentas de sub cuenta Aux";"KM MOTOS SAN LORENZO"
6;1;2;010;12;09;"Sub cuentas de sub cuenta Aux";"KM MOTOS LA ESPERANZA #1"
6;1;2;010;12;10;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SANTA ROSA"
6;1;2;010;12;11;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SANTA BARBARA"
6;1;2;010;12;12;"Sub cuentas de sub cuenta Aux";"KM MOTOS - TALANGA"
6;1;2;010;12;13;"Sub cuentas de sub cuenta Aux";"KM MOTOS - AZACUALPA SANTA BARBARA"
6;1;2;010;12;14;"Sub cuentas de sub cuenta Aux";"KM MOTOS - LAS VEGAS SANTA BARBARA"
6;1;2;010;12;15;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SIGUATEPEQUE #2"
6;1;2;010;12;16;"Sub cuentas de sub cuenta Aux";"KM MOTOS - LA ESPERANZA #2"
6;1;2;010;12;17;"Sub cuentas de sub cuenta Aux";"KM MOTOS - CHOLUTECA 2"
6;1;2;010;12;18;"Sub cuentas de sub cuenta Aux";"KM MOTOS - CHOLUTECA 3"
6;1;2;010;12;19;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SANTA ROSA COPAN #2"
6;1;2;010;12;20;"Sub cuentas de sub cuenta Aux";"KM MOTOS - TAULABE"
6;1;2;010;12;21;"Sub cuentas de sub cuenta Aux";"KM MOTOS - JESUS DE OTORO"
6;1;2;010;12;22;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SAN MARCOS"
6;1;2;010;12;23;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SIGUATEPEQUE #3"
6;1;2;010;12;24;"Sub cuentas de sub cuenta Aux";"KM MOTO - QUIMISTAN"
6;1;2;010;13;00;"Sub cuentas del Aux";"Publicidad KM CARS"
6;1;2;010;13;01;"Sub cuentas de sub cuenta Aux";"KM MOTOS - COMAYAGUA #3"
6;1;2;010;13;02;"Sub cuentas de sub cuenta Aux";"KM MOTOS - LA CUESTA #1"
6;1;2;010;13;03;"Sub cuentas de sub cuenta Aux";"KM MOTOS LA LIBERTAD"
6;1;2;010;13;04;"Sub cuentas de sub cuenta Aux";"KM MOTOS - ENTRADA COPAN"
6;1;2;010;13;05;"Sub cuentas de sub cuenta Aux";"KM MOTOS GRACIAS LEMPIRA"
6;1;2;010;13;06;"Sub cuentas de sub cuenta Aux";"KM MOTOS - MARCALA #1"
6;1;2;010;13;07;"Sub cuentas de sub cuenta Aux";"KM MOTOS DANLI"
6;1;2;010;13;08;"Sub cuentas de sub cuenta Aux";"KM MOTOS EL PARAISO"
6;1;2;010;13;09;"Sub cuentas de sub cuenta Aux";"KM MOTOS PUERTO CORTES"
6;1;2;010;13;10;"Sub cuentas de sub cuenta Aux";"KM MOTOS CHOLOMA"
6;1;2;010;13;11;"Sub cuentas de sub cuenta Aux";"KM MOTOS - VILLANUEVA"
6;1;2;010;13;12;"Sub cuentas de sub cuenta Aux";"KM MOTOS LA CEIBA"
6;1;2;010;13;13;"Sub cuentas de sub cuenta Aux";"KM MOTOS - MARCALA 2"
6;1;2;010;13;14;"Sub cuentas de sub cuenta Aux";"KM MOTOS - LA ENTRADA #2"
6;1;2;010;13;15;"Sub cuentas de sub cuenta Aux";"KM MOTOS - YORO, YORO"
6;1;2;010;13;16;"Sub cuentas de sub cuenta Aux";"KM MOTOS - MORAZAN YORO"
6;1;2;010;13;17;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SANTA CRUZ DE YOJOA"
